
<<< setup

 ! --------------------------------------------------- CP Optimizer 20.1.0.0 --
 ! Minimization problem - 838 variables, 1,184 constraints
 ! Presolve      : 349 extractables eliminated
 ! TimeLimit            = 30
 ! LogVerbosity         = Terse
 ! OptimalityTolerance  = 1e-07
 ! RelativeOptimalityTolerance = 1e-07
 ! SearchConfiguration  = 36,864
 ! Initial process time : 0.03s (0.03s extraction + 0.01s propagation)
 !  . Log search space  : 243.2 (before), 243.2 (after)
 !  . Memory usage      : 4.1 MB (before), 4.1 MB (after)
 ! Using parallel search with 16 workers.
 ! ----------------------------------------------------------------------------
 !          Best Branches  Non-fixed    W       Branch decision
                        0        640                 -
 + New bound is 0
 ! Using temporal relaxation.
 *             4      213  0.18s        1      (gap is 100.0%)
 ! Using failure-directed search.
               4      675          6    1         1 >= vUsed(5)
 + New bound is 1 (gap is 75.00%)
               4      875          6    1         1 >= vUsed(6)
 + New bound is 2 (gap is 50.00%)
               4    1,151        436    1   F         !presenceOf(itvJ2V#71#5)
 + New bound is 3 (gap is 25.00%)
               4   34,498        277    1   F         !presenceOf(itvJ2V#73#1)
 + New bound is 4 (gap is 0.00%)
 ! ----------------------------------------------------------------------------
 ! Search completed, 1 solution found.
 ! Best objective         : 4 (optimal - effective tol. is 0)
 ! Best bound             : 4
 ! ----------------------------------------------------------------------------
 ! Number of branches     : 262,893
 ! Number of fails        : 153,713
 ! Total memory usage     : 69.5 MB (69.1 MB CP Optimizer + 0.4 MB Concert)
 ! Time spent in solve    : 5.38s (5.35s engine + 0.03s extraction)
 ! Search speed (br. / s) : 49,148.1
 ! ----------------------------------------------------------------------------
v	task	loc	s	e
 *        61,621   91,468  13.49s       5      (gap is 2.63%)
 *        61,619   97,970  16.15s       1      (gap is 2.63%)
 *        61,609     121k  18.93s       3      (gap is 2.61%)
 *        61,607     119k  19.05s       1      (gap is 2.61%)
 *        61,599     127k  19.39s       7      (gap is 2.60%)
 *        61,592     117k  19.52s       9      (gap is 2.58%)
 *        61,591     118k  19.54s       9      (gap is 2.58%)
 *        61,581     137k  19.89s       5      (gap is 2.57%)
 *        61,579     138k  19.99s       5      (gap is 2.56%)
 *        61,565     171k  24.43s      15      (gap is 2.54%)
 ! ----------------------------------------------------------------------------
 ! Search terminated by limit, 96 solutions found.
 ! Best objective         : 61,565 (gap is 2.54%)
 ! Best bound             : 60,000
 ! ----------------------------------------------------------------------------
 ! Number of branches     : 3,106,585
 ! Number of fails        : 1,429,870
 ! Total memory usage     : 408.7 MB (280.7 MB CP Optimizer + 128.0 MB Concert)
 ! Time spent in solve    : 30.09s (29.83s engine + 0.26s extraction)
 ! Search speed (br. / s) : 104,160.4
 ! ----------------------------------------------------------------------------
v	task	loc	s	e
1	charge	1	966	971
1	charge	1	1180	1185
1	charge	3	160	165
1	charge	3	374	379
1	charge	4	801	806
1	charge	4	1197	1202
1	charge	5	1062	1067
1	charge	5	1288	1293
1	charge	6	428	433
1	charge	6	892	897
1	charge	7	205	210
1	charge	10	642	647
1	charge	12	392	397
1	charge	12	1046	1051
1	charge	13	524	529
1	charge	13	716	721
1	charge	14	1020	1025
1	charge	14	1242	1247
1	charge	16	491	496
1	charge	16	931	936
1	charge	16	1151	1156
1	charge	17	443	448
1	charge	17	903	908
1	charge	18	568	573
1	charge	18	756	761
1	charge	20	850	855
1	start	0	0	0
1	return	0	1300	1300
2	charge	1	1394	1399
2	charge	2	697	702
2	charge	3	1016	1021
2	charge	5	158	163
2	charge	6	196	201
2	charge	7	847	852
2	charge	7	1061	1066
2	charge	8	172	177
2	charge	9	683	688
2	charge	10	1266	1271
2	charge	11	950	955
2	charge	11	1342	1347
2	charge	12	828	833
2	charge	13	1292	1297
2	charge	14	132	137
2	charge	14	798	803
2	charge	15	935	940
2	charge	15	1143	1148
2	charge	16	1371	1376
2	charge	17	213	218
2	charge	18	1320	1325
2	charge	19	284	289
2	charge	19	468	473
2	charge	20	656	661
2	start	0	0	0
2	return	0	1412	1412
3	charge	3	588	593
3	charge	3	802	807
3	charge	5	384	389
3	charge	5	610	615
3	charge	5	836	841
3	charge	7	419	424
3	charge	7	633	638
3	charge	8	396	401
3	charge	9	867	872
3	charge	9	1051	1056
3	charge	12	174	179
3	charge	14	354	359
3	charge	19	100	105
3	charge	19	1204	1209
3	charge	19	1388	1393
3	charge	20	74	79
3	charge	20	1238	1243
3	charge	20	1432	1437
3	start	0	0	0
3	return	0	1460	1460
4	charge	2	163	168
4	charge	2	341	346
4	charge	2	519	524
4	charge	3	1230	1235
4	charge	4	999	1004
4	charge	4	1395	1400
4	charge	6	660	665
4	charge	7	1275	1280
4	charge	8	620	625
4	charge	9	131	136
4	charge	9	315	320
4	charge	9	499	504
4	charge	10	850	855
4	charge	10	1058	1063
4	charge	11	754	759
4	charge	11	1146	1151
4	charge	12	610	615
4	charge	13	908	913
4	charge	13	1100	1105
4	charge	14	576	581
4	charge	15	727	732
4	charge	15	1351	1356
4	charge	16	711	716
4	charge	17	673	678
4	charge	18	944	949
4	charge	18	1132	1137
4	charge	20	268	273
4	charge	20	462	467
4	return	0	1421	1421
4	start	0	0	0
5	charge	1	110	115
5	charge	1	324	329
5	charge	1	538	543
5	charge	1	752	757
5	charge	2	875	880
5	charge	2	1053	1058
5	charge	2	1231	1236
5	charge	4	207	212
5	charge	4	405	410
5	charge	6	1356	1361
5	charge	8	844	849
5	charge	8	1292	1297
5	charge	12	1264	1269
5	charge	17	1363	1368
5	return	0	1373	1373
5	start	0	0	0
6	charge	2	1409	1414
6	charge	4	603	608
6	charge	6	1124	1129
6	charge	8	1068	1073
6	charge	9	1235	1240
6	charge	9	1419	1424
6	charge	10	226	231
6	charge	10	434	439
6	charge	11	166	171
6	charge	11	362	367
6	charge	11	558	563
6	charge	13	140	145
6	charge	13	332	337
6	charge	15	103	108
6	charge	15	311	316
6	charge	15	519	524
6	charge	16	51	56
6	charge	16	271	276
6	charge	17	1133	1138
6	charge	18	192	197
6	charge	18	380	385
6	charge	19	652	657
6	charge	19	836	841
6	charge	19	1020	1025
6	charge	20	1044	1049
6	return	0	1452	1452
6	start	0	0	0
Version identifier: 20.1.0.0 | 2020-11-10 | 9bedb6d68
CPXPARAM_TimeLimit                               30
CPXPARAM_MIP_Tolerances_AbsMIPGap                0.050000000000000003
CPXPARAM_MIP_Tolerances_MIPGap                   0.050000000000000003
Tried aggregator 1 time.
MIP Presolve eliminated 367260 rows and 192820 columns.
MIP Presolve modified 21520 coefficients.
Reduced MIP has 13695 rows, 185300 columns, and 566620 nonzeros.
Reduced MIP has 185260 binaries, 40 generals, 0 SOSs, and 0 indicators.
Presolve time = 0.52 sec. (496.78 ticks)
Tried aggregator 1 time.
Detecting symmetries...
MIP Presolve modified 16240 coefficients.
Reduced MIP has 13695 rows, 185300 columns, and 566620 nonzeros.
Reduced MIP has 185260 binaries, 40 generals, 0 SOSs, and 0 indicators.
Presolve time = 0.61 sec. (387.41 ticks)
Probing fixed 160 vars, tightened 0 bounds.
Probing time = 2.84 sec. (672.71 ticks)
Cover probing fixed 0 vars, tightened 100 bounds.
Clique table members: 376195.
MIP emphasis: balance optimality and feasibility.
MIP search method: dynamic search.
Parallel mode: deterministic, using up to 16 threads.
Root relaxation solution time = 1.91 sec. (680.04 ticks)

        Nodes                                         Cuts/
   Node  Left     Objective  IInf  Best Integer    Best Bound    ItCnt     Gap

      0     0    61430.0000  1234                  61430.0000       36         
*     0+    0                        61430.0000    61430.0000             0.00%
      0     0        cutoff          61430.0000    61430.0000       98    0.00%
Elapsed time = 29.28 sec. (32355.34 ticks, tree = 0.01 MB, solutions = 1)

Implied bound cuts applied:  64
Gomory fractional cuts applied:  2

Root node processing (before b&c):
  Real time             =   29.38 sec. (32368.88 ticks)
Parallel b&c, 16 threads:
  Real time             =    0.00 sec. (0.00 ticks)
  Sync time (average)   =    0.00 sec.
  Wait time (average)   =    0.00 sec.
                          ------------
Total (root+branch&cut) =   29.38 sec. (32368.88 ticks)
 ! --------------------------------------------------- CP Optimizer 20.1.0.0 --
 ! Minimization problem - 19,504 variables, 28,335 constraints
 ! Presolve      : 267,600 extractables eliminated
 ! TimeLimit            = 30
 ! LogVerbosity         = Terse
 ! OptimalityTolerance  = 1e-07
 ! RelativeOptimalityTolerance = 1e-07
 ! SearchConfiguration  = 36,864
 ! Initial process time : 2.95s (2.94s extraction + 0.01s propagation)
 !  . Log search space  : 1,847.4 (before), 1,847.4 (after)
 !  . Memory usage      : 130.4 MB (before), 130.4 MB (after)
 ! Using parallel search with 16 workers.
 ! ----------------------------------------------------------------------------
 !          Best Branches  Non-fixed    W       Branch decision
                        0     15,591                 -
 + New bound is 0
 *            25      959  17.35s       1      (gap is 100.0%)
 *            24    5,007  17.35s       1      (gap is 100.0%)
 ! Using failure-directed search.
 *            23    5,934  17.35s       3      (gap is 100.0%)
 *            22    7,553  17.37s       4      (gap is 100.0%)
 *            20    7,684  19.07s       2      (gap is 100.0%)
 *            12    7,598  21.19s       6      (gap is 100.0%)
 *            10   10,842  22.71s       6      (gap is 100.0%)
 ! ----------------------------------------------------------------------------
 ! Search terminated by limit, 7 solutions found.
 ! Best objective         : 10 (gap is 100.0%)
 ! Best bound             : 0
 ! ----------------------------------------------------------------------------
 ! Number of branches     : 157,160
 ! Number of fails        : 30,109
 ! Total memory usage     : 1.6 GB (1.5 GB CP Optimizer + 0.1 GB Concert)
 ! Time spent in solve    : 30.10s (27.16s engine + 2.94s extraction)
 ! Search speed (br. / s) : 5,787.3
 ! ----------------------------------------------------------------------------
v	task	loc	s	e
1	mission	1	0	34
34	mission	1	34	220
2	mission	1	220	406
15	mission	1	406	592
23	mission	1	592	778
25	mission	1	778	964
16	mission	1	964	1150
30	mission	1	1150	1336
10	mission	1	1336	1440
2	mission	2	0	150
4	mission	2	150	350
32	mission	2	350	550
5	mission	2	550	750
2	mission	2	750	950
4	mission	2	950	1150
15	mission	2	1150	1350
7	mission	2	1350	1440
3	mission	3	0	124
18	mission	3	124	326
11	mission	3	326	528
33	mission	3	528	730
20	mission	3	730	932
19	mission	3	932	1134
11	mission	3	1134	1336
2	mission	3	1336	1440
4	mission	4	0	46
27	mission	4	46	224
22	mission	4	224	402
31	mission	4	402	580
13	mission	4	580	758
35	mission	4	758	936
21	mission	4	936	1114
23	mission	4	1114	1292
17	mission	4	1292	1440
5	mission	5	0	218
6	mission	5	218	416
14	mission	5	416	614
32	mission	5	614	812
33	mission	5	812	1010
8	mission	5	1010	1208
1	mission	5	1208	1406
30	mission	5	1406	1440
6	mission	6	0	157
19	mission	6	157	337
26	mission	6	337	517
7	mission	6	517	697
31	mission	6	697	877
32	mission	6	877	1057
25	mission	6	1057	1237
16	mission	6	1237	1417
7	mission	7	0	202
25	mission	7	202	414
35	mission	7	414	626
18	mission	7	626	838
26	mission	7	838	1050
3	mission	7	1050	1262
35	mission	7	1262	1440
8	mission	8	0	173
16	mission	8	173	375
18	mission	8	375	577
30	mission	8	577	779
6	mission	8	779	981
24	mission	8	981	1183
27	mission	8	1183	1385
12	mission	8	1385	1440
9	mission	9	0	184
17	mission	9	184	400
4	mission	9	400	616
28	mission	9	616	832
9	mission	9	832	1048
7	mission	9	1048	1264
14	mission	9	1264	1440
10	mission	10	0	125
1	mission	10	125	315
27	mission	10	315	505
8	mission	10	505	695
16	mission	10	695	885
11	mission	10	885	1075
5	mission	10	1075	1265
8	mission	10	1265	1440
11	mission	11	0	226
8	mission	11	226	448
24	mission	11	448	670
4	mission	11	670	892
15	mission	11	892	1114
33	mission	11	1114	1336
13	mission	11	1336	1440
12	mission	12	0	216
10	mission	12	216	416
21	mission	12	416	616
27	mission	12	616	816
5	mission	12	816	1016
22	mission	12	1016	1216
29	mission	12	1216	1416
15	mission	12	1416	1440
13	mission	13	0	165
20	mission	13	165	377
29	mission	13	377	589
11	mission	13	589	801
10	mission	13	801	1013
17	mission	13	1013	1225
24	mission	13	1225	1437
14	mission	14	0	85
32	mission	14	85	283
13	mission	14	283	481
20	mission	14	481	679
19	mission	14	679	877
28	mission	14	877	1075
13	mission	14	1075	1273
22	mission	14	1273	1440
15	mission	15	0	41
33	mission	15	41	225
3	mission	15	225	409
1	mission	15	409	593
26	mission	15	593	777
22	mission	15	777	961
29	mission	15	961	1145
12	mission	15	1145	1329
25	mission	15	1329	1440
16	mission	16	0	124
35	mission	16	124	324
30	mission	16	324	524
3	mission	16	524	724
14	mission	16	724	924
27	mission	16	924	1124
26	mission	16	1124	1324
5	mission	16	1324	1440
17	mission	17	0	123
31	mission	17	123	297
5	mission	17	297	471
2	mission	17	471	645
34	mission	17	645	819
3	mission	17	819	993
18	mission	17	993	1167
6	mission	17	1167	1341
18	mission	17	1341	1440
18	mission	18	0	75
30	mission	18	75	271
9	mission	18	271	467
6	mission	18	467	663
21	mission	18	663	859
12	mission	18	859	1055
10	mission	18	1055	1251
34	mission	18	1251	1440
19	mission	19	0	71
26	mission	19	71	265
7	mission	19	265	459
17	mission	19	459	653
1	mission	19	653	847
23	mission	19	847	1041
31	mission	19	1041	1235
20	mission	19	1235	1429
20	mission	20	0	114
28	mission	20	114	294
33	mission	20	294	474
22	mission	20	474	654
15	mission	20	654	834
30	mission	20	834	1014
35	mission	20	1014	1194
19	mission	20	1194	1374
32	mission	20	1374	1440
21	mission	21	0	59
29	mission	21	59	251
23	mission	21	251	443
16	mission	21	443	635
29	mission	21	635	827
13	mission	21	827	1019
2	mission	21	1019	1211
4	mission	21	1211	1403
33	mission	21	1403	1440
22	mission	22	0	163
14	mission	22	163	363
28	mission	22	363	563
9	mission	22	563	763
8	mission	22	763	963
34	mission	22	963	1163
9	mission	22	1163	1363
23	mission	22	1363	1440
23	mission	23	0	200
24	mission	23	200	398
19	mission	23	398	596
12	mission	23	596	794
7	mission	23	794	992
14	mission	23	992	1190
28	mission	23	1190	1388
11	mission	23	1388	1440
24	mission	24	0	132
15	mission	24	132	342
34	mission	24	342	552
10	mission	24	552	762
17	mission	24	762	972
20	mission	24	972	1182
21	mission	24	1182	1392
31	mission	24	1392	1440
25	mission	25	0	130
21	mission	25	130	328
12	mission	25	328	526
25	mission	25	526	724
24	mission	25	724	922
1	mission	25	922	1120
32	mission	25	1120	1318
3	mission	25	1318	1440
1	charge	0	61	66
34	charge	0	247	252
2	charge	0	433	438
15	charge	0	619	624
23	charge	0	805	810
25	charge	0	991	996
16	charge	0	1177	1182
30	charge	0	1363	1368
2	charge	0	170	175
4	charge	0	370	375
32	charge	0	570	575
5	charge	0	770	775
2	charge	0	970	975
4	charge	0	1170	1175
15	charge	0	1370	1375
3	charge	0	143	148
18	charge	0	345	350
11	charge	0	547	552
33	charge	0	749	754
20	charge	0	951	956
19	charge	0	1153	1158
11	charge	0	1355	1360
4	charge	0	77	82
27	charge	0	255	260
22	charge	0	433	438
31	charge	0	611	616
13	charge	0	789	794
35	charge	0	967	972
21	charge	0	1145	1150
23	charge	0	1323	1328
5	charge	0	239	244
6	charge	0	437	442
14	charge	0	635	640
32	charge	0	833	838
33	charge	0	1031	1036
8	charge	0	1229	1234
1	charge	0	1427	1432
6	charge	0	187	192
19	charge	0	367	372
26	charge	0	547	552
7	charge	0	727	732
31	charge	0	907	912
32	charge	0	1087	1092
25	charge	0	1267	1272
7	charge	0	216	221
25	charge	0	428	433
35	charge	0	640	645
18	charge	0	852	857
26	charge	0	1064	1069
3	charge	0	1276	1281
8	charge	0	192	197
16	charge	0	394	399
18	charge	0	596	601
30	charge	0	798	803
6	charge	0	1000	1005
24	charge	0	1202	1207
27	charge	0	1404	1409
9	charge	0	196	201
17	charge	0	412	417
4	charge	0	628	633
28	charge	0	844	849
9	charge	0	1060	1065
7	charge	0	1276	1281
10	charge	0	150	155
1	charge	0	340	345
27	charge	0	530	535
8	charge	0	720	725
16	charge	0	910	915
11	charge	0	1100	1105
5	charge	0	1290	1295
11	charge	0	235	240
8	charge	0	457	462
24	charge	0	679	684
4	charge	0	901	906
15	charge	0	1123	1128
33	charge	0	1345	1350
12	charge	0	236	241
10	charge	0	436	441
21	charge	0	636	641
27	charge	0	836	841
5	charge	0	1036	1041
22	charge	0	1236	1241
29	charge	0	1436	1440
13	charge	0	179	184
20	charge	0	391	396
29	charge	0	603	608
11	charge	0	815	820
10	charge	0	1027	1032
17	charge	0	1239	1244
14	charge	0	106	111
32	charge	0	304	309
13	charge	0	502	507
20	charge	0	700	705
19	charge	0	898	903
28	charge	0	1096	1101
13	charge	0	1294	1299
15	charge	0	69	74
33	charge	0	253	258
3	charge	0	437	442
1	charge	0	621	626
26	charge	0	805	810
22	charge	0	989	994
29	charge	0	1173	1178
12	charge	0	1357	1362
16	charge	0	144	149
35	charge	0	344	349
30	charge	0	544	549
3	charge	0	744	749
14	charge	0	944	949
27	charge	0	1144	1149
26	charge	0	1344	1349
17	charge	0	156	161
31	charge	0	330	335
5	charge	0	504	509
2	charge	0	678	683
34	charge	0	852	857
3	charge	0	1026	1031
18	charge	0	1200	1205
6	charge	0	1374	1379
18	charge	0	97	102
30	charge	0	293	298
9	charge	0	489	494
6	charge	0	685	690
21	charge	0	881	886
12	charge	0	1077	1082
10	charge	0	1273	1278
19	charge	0	94	99
26	charge	0	288	293
7	charge	0	482	487
17	charge	0	676	681
1	charge	0	870	875
23	charge	0	1064	1069
31	charge	0	1258	1263
20	charge	0	144	149
28	charge	0	324	329
33	charge	0	504	509
22	charge	0	684	689
15	charge	0	864	869
30	charge	0	1044	1049
35	charge	0	1224	1229
19	charge	0	1404	1409
21	charge	0	83	88
29	charge	0	275	280
23	charge	0	467	472
16	charge	0	659	664
29	charge	0	851	856
13	charge	0	1043	1048
2	charge	0	1235	1240
4	charge	0	1427	1432
22	charge	0	183	188
14	charge	0	383	388
28	charge	0	583	588
9	charge	0	783	788
8	charge	0	983	988
34	charge	0	1183	1188
9	charge	0	1383	1388
23	charge	0	221	226
24	charge	0	419	424
19	charge	0	617	622
12	charge	0	815	820
7	charge	0	1013	1018
14	charge	0	1211	1216
28	charge	0	1409	1414
24	charge	0	147	152
15	charge	0	357	362
34	charge	0	567	572
10	charge	0	777	782
17	charge	0	987	992
20	charge	0	1197	1202
21	charge	0	1407	1412
25	charge	0	151	156
21	charge	0	349	354
12	charge	0	547	552
25	charge	0	745	750
24	charge	0	943	948
1	charge	0	1141	1146
32	charge	0	1339	1344
 ! --------------------------------------------------- CP Optimizer 20.1.0.0 --
 ! Minimization problem - 1,535 variables, 8,677 constraints
 ! Presolve      : 267,600 extractables eliminated
 ! TimeLimit            = 30
 ! LogVerbosity         = Terse
 ! OptimalityTolerance  = 1e-07
 ! RelativeOptimalityTolerance = 1e-07
 ! SearchConfiguration  = 36,864
 ! Initial process time : 0.43s (0.43s extraction + 0.01s propagation)
 !  . Log search space  : 748.4 (before), 748.4 (after)
 !  . Memory usage      : 139.3 MB (before), 139.3 MB (after)
 ! Using parallel search with 16 workers.
 ! ----------------------------------------------------------------------------
